country,country_code,year,material,recovered_material_tonnes,documented_recycled_tonnes,e_waste_generated_tonnes,recycling_rate_pct
France,FRA,2011,lithium,,,,77.9
France,FRA,2012,lithium,,,,76.7
France,FRA,2013,lithium,,,,78.7
France,FRA,2014,lithium,,,,80.8
France,FRA,2015,lithium,,,,81.9
France,FRA,2016,lithium,,,,81.9
France,FRA,2017,lithium,,,,81.9
France,FRA,2018,lithium,,,,74.2
Germany,DEU,2010,lithium,,,,82.8
Germany,DEU,2011,lithium,,,,83.9
Germany,DEU,2012,lithium,,,,83.5
Germany,DEU,2013,lithium,,,,82.8
Germany,DEU,2014,lithium,,,,84.2
Germany,DEU,2015,lithium,,,,79.3
Germany,DEU,2016,lithium,,,,86.7
Germany,DEU,2017,lithium,,,,85.8
Germany,DEU,2018,lithium,,,,85.6
Greece,GRC,2010,lithium,,,,98.0
Greece,GRC,2011,lithium,,,,90.9
Greece,GRC,2012,lithium,,,,90.2
Greece,GRC,2013,lithium,,,,90.6
Greece,GRC,2014,lithium,,,,84.0
Greece,GRC,2015,lithium,,,,89.6
Greece,GRC,2016,lithium,,,,85.4
Greece,GRC,2017,lithium,,,,78.8
Greece,GRC,2018,lithium,,,,80.7
Hungary,HUN,2010,lithium,,,,82.3
Hungary,HUN,2011,lithium,,,,87.7
Hungary,HUN,2012,lithium,,,,81.5
Hungary,HUN,2013,lithium,,,,87.7
Hungary,HUN,2014,lithium,,,,87.0
Hungary,HUN,2015,lithium,,,,83.3
Hungary,HUN,2016,lithium,,,,84.0
Hungary,HUN,2017,lithium,,,,84.2
Hungary,HUN,2018,lithium,,,,83.5
Hungary,HUN,2019,lithium,,,,68.12
Hungary,HUN,2020,lithium,,,,68.13
Iceland,ISL,2010,lithium,,,,66.6
Iceland,ISL,2011,lithium,,,,71.3
Iceland,ISL,2012,lithium,,,,73.8
Iceland,ISL,2013,lithium,,,,63.8
Iceland,ISL,2014,lithium,,,,73.7
Iceland,ISL,2015,lithium,,,,76.2
Iceland,ISL,2016,lithium,,,,79.2
Iceland,ISL,2017,lithium,,,,92.0
Iceland,ISL,2018,lithium,,,,90.4
Iceland,ISL,2020,lithium,,,,91.92
Ireland,IRL,2010,lithium,,,,80.3
Ireland,IRL,2011,lithium,,,,82.1
Ireland,IRL,2012,lithium,,,,83.4
Ireland,IRL,2013,lithium,,,,83.3
Ireland,IRL,2014,lithium,,,,83.7
Ireland,IRL,2015,lithium,,,,83.2
Ireland,IRL,2016,lithium,,,,85.1
Ireland,IRL,2017,lithium,,,,83.8
Ireland,IRL,2018,lithium,,,,82.9
Italy,ITA,2010,lithium,,,,86.2
Italy,ITA,2011,lithium,,,,93.1
Italy,ITA,2012,lithium,,,,80.0
Italy,ITA,2013,lithium,,,,88.0
Italy,ITA,2014,lithium,,,,82.3
Italy,ITA,2015,lithium,,,,85.7
Italy,ITA,2017,lithium,,,,88.9
Italy,ITA,2018,lithium,,,,84.3
Latvia,LVA,2010,lithium,,,,84.6
Latvia,LVA,2011,lithium,,,,81.5
Latvia,LVA,2012,lithium,,,,83.6
Latvia,LVA,2013,lithium,,,,90.3
Latvia,LVA,2014,lithium,,,,90.3
Latvia,LVA,2015,lithium,,,,82.2
Latvia,LVA,2016,lithium,,,,88.5
Latvia,LVA,2017,lithium,,,,80.8
Latvia,LVA,2018,lithium,,,,81.4
Liechtenstein,LIE,2010,lithium,,,,100.0
Liechtenstein,LIE,2011,lithium,,,,75.0
Liechtenstein,LIE,2012,lithium,,,,75.0
Liechtenstein,LIE,2013,lithium,,,,75.0
Liechtenstein,LIE,2014,lithium,,,,75.0
Liechtenstein,LIE,2015,lithium,,,,73.0
Liechtenstein,LIE,2016,lithium,,,,73.0
Liechtenstein,LIE,2017,lithium,,,,73.0
Liechtenstein,LIE,2018,lithium,,,,73.0
Lithuania,LTU,2010,lithium,,,,72.4
Lithuania,LTU,2011,lithium,,,,70.3
Lithuania,LTU,2012,lithium,,,,68.7
Lithuania,LTU,2013,lithium,,,,69.5
Lithuania,LTU,2014,lithium,,,,75.7
Lithuania,LTU,2015,lithium,,,,80.7
Lithuania,LTU,2016,lithium,,,,82.3
Lithuania,LTU,2017,lithium,,,,82.2
Luxembourg,LUX,2010,lithium,,,,85.7
Luxembourg,LUX,2011,lithium,,,,86.0
Luxembourg,LUX,2012,lithium,,,,86.8
Luxembourg,LUX,2013,lithium,,,,87.6
Luxembourg,LUX,2014,lithium,,,,88.0
Luxembourg,LUX,2015,lithium,,,,86.9
Luxembourg,LUX,2016,lithium,,,,87.4
Luxembourg,LUX,2017,lithium,,,,89.1
Luxembourg,LUX,2018,lithium,,,,88.0
Luxembourg,LUX,2019,lithium,,,,60.12
Luxembourg,LUX,2020,lithium,,,,61.85
Malta,MLT,2010,lithium,,,,56.4
Malta,MLT,2011,lithium,,,,122.8
Malta,MLT,2012,lithium,,,,71.7
Malta,MLT,2013,lithium,,,,97.5
Malta,MLT,2014,lithium,,,,107.1
Malta,MLT,2015,lithium,,,,65.1
Malta,MLT,2016,lithium,,,,103.4
Malta,MLT,2017,lithium,,,,72.1
Netherlands,NLD,2010,lithium,,,,79.9
Netherlands,NLD,2011,lithium,,,,81.8
Netherlands,NLD,2012,lithium,,,,83.0
Netherlands,NLD,2013,lithium,,,,83.1
Netherlands,NLD,2014,lithium,,,,82.4
Netherlands,NLD,2015,lithium,,,,82.1
Netherlands,NLD,2016,lithium,,,,80.9
Netherlands,NLD,2017,lithium,,,,81.6
Netherlands,NLD,2018,lithium,,,,75.6
Norway,NOR,2010,lithium,,,,81.5
Norway,NOR,2011,lithium,,,,81.7
Norway,NOR,2012,lithium,,,,78.9
Norway,NOR,2013,lithium,,,,80.8
Norway,NOR,2014,lithium,,,,80.1
Norway,NOR,2015,lithium,,,,82.4
Norway,NOR,2016,lithium,,,,85.4
Norway,NOR,2017,lithium,,,,86.2
Norway,NOR,2018,lithium,,,,81.4
Poland,POL,2010,lithium,,,,78.4
Poland,POL,2011,lithium,,,,90.0
Poland,POL,2012,lithium,,,,76.3
Poland,POL,2013,lithium,,,,75.6
Poland,POL,2014,lithium,,,,73.5
Poland,POL,2015,lithium,,,,69.7
Poland,POL,2016,lithium,,,,82.2
Poland,POL,2017,lithium,,,,82.7
Poland,POL,2018,lithium,,,,87.6
Portugal,PRT,2010,lithium,,,,85.0
Portugal,PRT,2011,lithium,,,,83.0
Portugal,PRT,2012,lithium,,,,86.6
Portugal,PRT,2013,lithium,,,,86.6
Portugal,PRT,2014,lithium,,,,76.9
Portugal,PRT,2015,lithium,,,,78.0
Portugal,PRT,2016,lithium,,,,82.1
Portugal,PRT,2017,lithium,,,,80.9
Romania,ROU,2010,lithium,,,,84.7
Romania,ROU,2011,lithium,,,,85.1
Romania,ROU,2012,lithium,,,,84.3
Romania,ROU,2013,lithium,,,,86.7
Romania,ROU,2014,lithium,,,,87.3
Romania,ROU,2015,lithium,,,,66.0
Romania,ROU,2016,lithium,,,,74.0
Slovakia,SVK,2010,lithium,,,,87.1
Slovakia,SVK,2011,lithium,,,,86.6
Slovakia,SVK,2012,lithium,,,,87.8
Slovakia,SVK,2013,lithium,,,,85.1
Slovakia,SVK,2014,lithium,,,,90.7
Slovakia,SVK,2015,lithium,,,,86.7
Slovakia,SVK,2016,lithium,,,,89.4
Slovakia,SVK,2017,lithium,,,,88.6
Slovakia,SVK,2018,lithium,,,,88.9
Slovenia,SVN,2010,lithium,,,,78.5
Slovenia,SVN,2011,lithium,,,,75.1
Slovenia,SVN,2012,lithium,,,,79.7
Slovenia,SVN,2013,lithium,,,,51.0
Slovenia,SVN,2014,lithium,,,,81.6
Slovenia,SVN,2015,lithium,,,,86.2
Slovenia,SVN,2016,lithium,,,,75.8
Slovenia,SVN,2017,lithium,,,,86.9
Slovenia,SVN,2018,lithium,,,,84.6
Spain,ESP,2010,lithium,,,,67.4
Spain,ESP,2011,lithium,,,,80.3
Spain,ESP,2012,lithium,,,,84.5
Spain,ESP,2013,lithium,,,,82.0
Spain,ESP,2014,lithium,,,,76.9
Spain,ESP,2015,lithium,,,,75.7
Spain,ESP,2016,lithium,,,,87.8
Spain,ESP,2017,lithium,,,,83.1
Spain,ESP,2018,lithium,,,,86.2
Sweden,SWE,2010,lithium,,,,83.9
Sweden,SWE,2011,lithium,,,,83.6
Sweden,SWE,2012,lithium,,,,84.3
Sweden,SWE,2013,lithium,,,,83.7
Sweden,SWE,2014,lithium,,,,84.1
Sweden,SWE,2015,lithium,,,,83.6
Sweden,SWE,2016,lithium,,,,83.4
Sweden,SWE,2017,lithium,,,,83.5
Sweden,SWE,2018,lithium,,,,83.3
United Kingdom,GBR,2014,lithium,,,,80.6
United Kingdom,GBR,2015,lithium,,,,80.9
United Kingdom,GBR,2016,lithium,,,,81.6
United Kingdom,GBR,2017,lithium,,,,82.1
United Kingdom,GBR,2018,lithium,,,,86.2
